treeId,x,y,groundZ,measurementZ,dbhCm,circumferenceCm,radiusM,confidence,fitPoints,angularCoverageRatio,residualM,verticality,validatedSlices,centerSpreadM,radiusCv,status
RY-001,-44.756,-0.504,-6.06,-4.76,59.67,187.45,0.2983,medium,18,0.5417,0.02212,0.9988,3,0.13367,0.3122,PRELIMINARY_SAMPLE_ESTIMATE
